"","tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"1",279,2020-12-14 19:00:44,2020-12-14 19:05:24,"464","E 56 St & 3 Ave",40.75934501,-73.96759673,"440","E 45 St & 3 Ave",40.75255434,-73.97282625,"42502","Subscriber",1984,"Male"
